user_id,track_id,timestamp,age_group,activity,mood,time_slot,weekday
u00004,74ooA3upXyi3AUg9Ndz2Ck,12178528,26-35,workout,calm,late_night,1
u00068,5x5DSEnt5Yzo9SoQBenjgY,12186035,<18,leisure,melancholic,night,1
u00149,11eR3j6v07i70jh1jz6e67,12212763,<18,leisure,energetic,morning,1
u00262,04J03yanQCmSuigan5Y0cM,12213243,18-25,workout,calm,morning,1
u00016,0opbQtenUiLkzy8O61dGmO,12220200,26-35,commute,calm,morning,1
u00192,3PjMtNzwhDHqxoKudm6GvF,12221554,36-50,work,happy,morning,1
u00162,5lWUeSYO61UYgNlFlqcwYl,12222887,26-35,workout,happy,morning,1
u00269,63aj87TQG6F3RVO5nbG2VQ,12235970,26-35,work,melancholic,afternoon,1
u00178,4kfhwh81FgN3IrwRbalphy,12241105,50+,leisure,happy,afternoon,1
u00250,3uAq7iogI01PamnmOTYlFA,12242381,<18,workout,calm,afternoon,1
u00207,4vT6hUI2SMXxsoLWHZBEEA,12252618,50+,commute,happy,evening,1
u00229,0cocZBknjka59p58FOdqef,12260378,<18,leisure,calm,late_night,1
u00145,3glqlA5qY3bbo8UaUDGPnw,12262359,50+,leisure,melancholic,late_night,1
u00106,7tQXOQUNmoH2YTxm1vxmwL,12263023,36-50,leisure,calm,late_night,1
u00153,4bRPecD9suGW8CfNZhzjS1,12271004,18-25,leisure,calm,night,1
u00040,57DJaoHdeeRrg7MWthNnee,12273434,<18,leisure,melancholic,night,1
u00213,1ZlhCwUMH0b2gKm8X5qNFg,12274341,26-35,leisure,happy,night,1
u00031,2JhXeYnZ4RFUJowXeuC7g1,12275590,18-25,leisure,happy,night,1
u00279,3yNtby3FCxIbs28neRr7EX,12278963,<18,commute,calm,early_morning,1
u00007,2NC2pajpVtCBIJRg4GBPjy,12281643,36-50,workout,happy,early_morning,1
u00033,7gLVey8HkkEe1PW9Sjfwa7,12286352,26-35,leisure,happy,early_morning,1
u00053,1mg90rolr4JdohAwpvj3Wx,12287802,26-35,work,calm,early_morning,1
u00055,2Iv8oQZk165rUpxFqzT74u,12288802,<18,work,happy,early_morning,1
u00005,3QNhN2XUA84slgbYjqvG8l,12288854,50+,commute,energetic,early_morning,1
u00295,1MV6JUEwj725Q93a1HO7iU,12291645,26-35,work,melancholic,morning,1
u00206,3J7P9d2U1MOvKlFsvPa2jx,12292448,36-50,commute,happy,morning,1
u00090,5nm8oiPHEZTdFjFPiZakje,12294098,26-35,leisure,happy,morning,1
u00116,4XMf6BjWH7Pme8eY4yyEZE,12294533,<18,commute,happy,morning,1
u00067,0VPVC9SAd50YMPhHfCz7F6,12296177,18-25,workout,happy,morning,1
u00158,2wEHxTBxLJk3vYzyW6dsAU,12300898,26-35,commute,happy,morning,1
u00118,1Z1fN0KFNu0aG2EpbBVwvN,12301134,18-25,work,calm,morning,1
u00143,1YMVXl39bk37KZGuUhzRw6,12304110,26-35,commute,happy,morning,1
u00119,5xsOvbyD4XvvNQqQC6U4Wa,12306612,<18,work,happy,morning,1
u00085,4HYDUMY0xSpeBr0AMY9cUz,12306876,36-50,work,happy,morning,1
u00151,4YwHqHbnyBR7WRA6EZxZGm,12308069,18-25,workout,energetic,morning,1
u00034,4iF2TMFaiJwEHecDNavRU9,12308136,50+,leisure,happy,morning,1
u00167,72B1Omo2kmEst4YKO8vOB6,12310741,<18,work,energetic,morning,1
u00162,781CcRZlAYRFSQAomWiexP,12313412,26-35,workout,energetic,afternoon,1
u00035,5YUyW9opqNsMSEzzecZih1,12314279,<18,leisure,calm,afternoon,1
u00259,4B7BMeAQxw5FrZlryfSwzq,12314472,26-35,work,energetic,afternoon,1
u00285,7yepJkCplAsTR9djCqd81v,12314549,50+,leisure,happy,afternoon,1
u00224,4pdyDmZw80TuDvhlSR9hnD,12315695,36-50,leisure,energetic,afternoon,1
u00284,2GHUhkzu7njKj2W7DNUdJq,12316522,26-35,leisure,calm,afternoon,1
u00279,2kkh8Z3tlBDY8jhT4bWrC6,12317171,<18,workout,energetic,afternoon,1
u00221,2ikI9Y7PCPIavU0TMSpF31,12322691,26-35,leisure,energetic,afternoon,1
u00106,0W4NhJhcqKCqEP2GIpDCDq,12325504,36-50,work,energetic,afternoon,1
u00062,6mqhbwoBgTcw1lVqysIlTC,12329725,18-25,workout,energetic,afternoon,1
u00253,36QUkXZd5QuCItDvIPSbH0,12330153,18-25,leisure,happy,evening,1
u00146,1wQshFMkDxr8Jz1McOZOJR,12330312,<18,work,calm,evening,1
u00216,3QOGTFn1wCRLcmTccdPLtP,12340013,<18,leisure,happy,evening,1
u00267,7H3ojI1BsVy0dEJENqMt1k,12347706,18-25,leisure,calm,late_night,1
u00282,1I5srDBzbbQVUeDErIZXWa,12369703,36-50,commute,happy,early_morning,1
u00204,0JP9xo3adEtGSdUEISiszL,12370312,26-35,workout,calm,early_morning,1
u00086,3rmzOry93Q6CQuHKVyBTQm,12374353,<18,workout,energetic,early_morning,1
u00024,4mYrbFGkk5u3bnDhTj0jAO,12386762,36-50,workout,energetic,morning,1
u00241,4b3f0U8gOfJKyxB8cYdCiw,12389527,26-35,workout,calm,morning,1
u00007,32b1k1AKy89SsqjDRf1jPL,12390604,36-50,work,energetic,morning,1
u00152,3RF7yizTDynqcKO9EmypOy,12392018,50+,leisure,energetic,morning,1
u00088,3KARvizrjijmIE0yj3g6SO,12401799,36-50,workout,happy,afternoon,1
u00131,6Nawx5sqYFIbcx2qQgrA67,12404548,26-35,leisure,energetic,afternoon,1
u00263,00EAiVX99rZ4rlYFLItPcC,12408922,50+,work,calm,afternoon,1
u00139,1jYEbPiJz0e0vqW1aq223G,12409355,26-35,work,happy,afternoon,1
u00044,3kutMmrDlIMHPzQdD41YI9,12409924,<18,leisure,melancholic,afternoon,1
u00129,6ifUES3keWjwXgae8pXI3o,12410666,36-50,commute,happy,afternoon,1
u00030,0F1Yc1N29pSyBYHYlPRK1P,12411369,26-35,work,melancholic,afternoon,1
u00263,70Vjb8pcNJT2HVfDLC2MJo,12412518,50+,leisure,melancholic,afternoon,1
u00011,3yHXhzK24908z2WMW0rivQ,12417048,50+,leisure,melancholic,evening,1
u00283,7kYc0f6JkBMaPGuYAR1YRs,12418255,26-35,leisure,calm,evening,1
u00066,35pr45afNblCnBPRmDLJ6Q,12419404,50+,leisure,calm,evening,1
u00198,3z4XtoZVf8AOoR18Lnp7e1,12420819,18-25,leisure,calm,evening,1
u00264,0eG50gK4BJqPRyHAWSZbq9,12422324,50+,workout,calm,evening,1
u00057,045eZUNgQ7hjemzvK7VS2l,12422632,<18,leisure,melancholic,evening,1
u00279,3lCpv5qj1dDMGeqQ642dCU,12423068,<18,leisure,calm,evening,1
u00126,3oITINMgPGsnvA3Wv3ZHGe,12423486,<18,leisure,calm,evening,1
u00152,0JMTdC3EsrNdqyYYhDCZCL,12423911,50+,commute,melancholic,evening,1
u00106,4qeHV9T5N3S7KAKryZQp8s,12431536,36-50,leisure,calm,late_night,1
u00295,66hayvUbTotekKU3H4ta1f,12432705,26-35,leisure,melancholic,late_night,1
u00201,16dmMHLSFpOHP3CQ3UxnJ2,12435361,50+,leisure,calm,late_night,1
u00107,2bXKTR6ZGmRL73GW7DMAYC,12450186,36-50,workout,happy,early_morning,1
u00021,3YPoNuJVTCBlIBvIHZzp5N,12455587,18-25,workout,calm,early_morning,1
u00267,0TYBkC9jZ5b8FPW7kn673t,12467251,18-25,workout,calm,morning,1
u00196,2GbTLMvttdfKoz4YDjZJis,12473567,18-25,commute,energetic,morning,1
u00037,1u25V63Qw64EkVh90Jyrmh,12474547,50+,workout,happy,morning,1
u00140,00MzADTo5mKZHI0crdQ84L,12475773,50+,workout,happy,morning,1
u00079,1MRvGeMiQ0gNfQTmP4Kz0G,12475922,36-50,commute,energetic,morning,1
u00078,53maoOKr6j04iqk6qjdvQN,12476262,26-35,work,calm,morning,1
u00143,5rYBOTxS9AaAtbemY5mzIK,12476446,26-35,work,calm,morning,1
u00019,2GwhmLK4T0l15MRxy56PCu,12479150,26-35,workout,happy,morning,1
u00073,3eYnhHVteuPWRpmdXEagnm,12479935,<18,work,melancholic,morning,1
u00015,4vLYewWIvqHfKtJDk8c8tq,12484228,36-50,commute,melancholic,morning,1
u00281,4wru9Edj14iTAh3jLEiHix,12487041,26-35,work,energetic,afternoon,1
u00267,4TnUKixNWMfajncgdSwFoi,12495629,18-25,leisure,happy,afternoon,1
u00048,5RLDbZPiqULNl4cr17eoIV,12495682,36-50,workout,melancholic,afternoon,1
u00173,4QwNKEWMM7dyLB7Ew9DHHg,12496653,36-50,work,melancholic,afternoon,1
u00067,0Q2NFVGcxTY4b2DwUDYHLJ,12497140,18-25,leisure,energetic,afternoon,1
u00165,3bEkAkaKjxaC7DubsfCo1t,12499055,50+,work,energetic,afternoon,1
u00136,3hqoHu39sFapb5HE5Fhy9O,12499547,36-50,work,calm,afternoon,1
u00005,4CaA8y2biBaumzlfL2LWGF,12500695,50+,work,happy,afternoon,1
u00237,5mHHsLLoM1M7z9mAdw0qvG,12501137,26-35,leisure,energetic,afternoon,1
u00231,3K3OgEreGk1pjYaNnOzW0o,12503150,50+,leisure,energetic,evening,1
u00017,3bGeZLrMxbcogOHYM66hyP,12507052,<18,commute,calm,evening,1
u00063,3z53rfQOg6Eb5pBCRsd7Uu,12509601,50+,leisure,melancholic,evening,1
u00034,7jT6NOwEfAVXvZTCMs91xM,12512410,50+,leisure,calm,evening,1
u00115,5WYTSyhKonzQZ3hu14LNr6,12514043,26-35,leisure,melancholic,evening,1
u00134,5hYirmwaIUUGTFwmJl1WXM,12514799,36-50,leisure,happy,evening,1
u00193,3zWfjRtvm3gFEAjqeWScEl,12515965,18-25,leisure,melancholic,evening,1
u00189,2Bespjwj6IhSFsJrMuvBDw,12519916,18-25,workout,calm,late_night,1
u00040,2pOf0PQbBm4lMNbinCSFkD,12521516,<18,leisure,calm,late_night,1
u00143,0nlf4YoPZOFA0QGoGoMwFo,12525068,26-35,leisure,energetic,late_night,1
u00239,4OujRBkm3MgW8GzdGkefbW,12535449,36-50,workout,happy,early_morning,0
u00266,24rWXYouIpQQiaYbKWcwKr,12545861,26-35,workout,happy,early_morning,0
u00250,42ov6ZREi1IjcfHdPakmMe,12545949,<18,leisure,energetic,early_morning,0
u00089,40wt31D6zmwdpVJAJLHZfB,12548597,50+,leisure,calm,early_morning,0
u00155,6StCDpEBmF9pWy9dFlMUO6,12554472,36-50,workout,energetic,morning,0
u00043,19kfGj8ZTjo9JCMaqdQrQF,12556013,18-25,leisure,happy,morning,0
u00109,0Cy7wt6IlRfBPHXXjmZbcP,12561954,36-50,commute,happy,morning,0
u00084,6rpdxmNNNCTA07YGUQsqH4,12570747,36-50,workout,happy,morning,0
u00075,3nuFetWG4SIUiQ5a7ZIpqi,12572955,26-35,leisure,calm,afternoon,0
u00263,4wSehsk6FBUrrLSn6acBtA,12577610,50+,commute,calm,afternoon,0
u00217,52dSmFbsNc0viVgfXaoRLk,12578130,<18,work,calm,afternoon,0
u00255,2yUTr48mqvWN8IfDECd2Lf,12585512,<18,leisure,calm,afternoon,0
u00102,6mpF7xC1KXIlsczgPQmN1Z,12589924,50+,workout,happy,evening,0
u00118,7uOzAJFCHdBAs301jGgpoq,12589933,18-25,commute,energetic,evening,0
u00242,2ttGfRawDPWlkAoXxP5Z72,12594145,<18,work,calm,evening,0
u00012,7vFDew7CG8VgJztv3dmgTd,12596960,36-50,work,calm,evening,0
u00219,2PxZSFOv7RebkeSEwQTjr7,12599408,50+,work,happy,evening,0
u00203,6wv7nGvhdFLZD4XmFEt33C,12599881,36-50,leisure,melancholic,evening,0
u00105,47L7EinVbbEBraJE0MMnW9,12600249,36-50,leisure,happy,evening,0
u00282,38Vb1J5W5LOs0i7SAF76pa,12601465,36-50,leisure,melancholic,evening,0
u00068,1fDFHXcykq4iw8Gg7s5hG9,12601987,<18,commute,happy,evening,0
u00101,14AgBbjVYu2l5vWvbb9XVi,12602642,<18,workout,melancholic,evening,0
u00107,6ugcsEvV5CRWVcNuOWV3mR,12603012,36-50,work,calm,evening,0
u00110,4S0iFqlxNbwThYQWRgvBDB,12607909,18-25,leisure,calm,late_night,0
u00102,6hul3HqX9u3yE6U734s1Uq,12608983,50+,leisure,calm,late_night,0
u00142,2AHZHeLTPuGILKyr4l8uTU,12624413,18-25,work,melancholic,early_morning,0
u00286,6xdSzlVVKW3fQidPxBImTG,12624868,<18,leisure,happy,early_morning,0
u00144,3loE1dNnQCapiDi0MHCM09,12625019,50+,commute,energetic,early_morning,0
u00188,5ww2BF9slyYgNOk37BlC4u,12625969,18-25,commute,happy,early_morning,0
u00200,7wDoctvsIHSqGAYOKgNDN3,12627411,18-25,workout,calm,early_morning,0
u00197,1ooWLw302ogeLhAssaDbtr,12629021,<18,commute,energetic,early_morning,0
u00099,2Jj9x9eAIgF3hCnTwf9P11,12631481,<18,leisure,calm,early_morning,0
u00085,454G2UvyFpWTfgBADw8YHV,12632072,36-50,commute,energetic,early_morning,0
u00109,3vddabBsXcvoerPkIlDHDF,12633780,36-50,workout,energetic,early_morning,0
u00109,1MRvGeMiQ0gNfQTmP4Kz0G,12634328,36-50,commute,calm,early_morning,0
u00247,3BtHClmMmURD8UHF2fiyxt,12636505,26-35,commute,happy,morning,0
u00139,5dCXXvJg4sJBPErwZiWhCW,12644708,26-35,work,happy,morning,0
u00279,1jDJFeK9x3OZboIAHsY9k2,12644844,<18,leisure,energetic,morning,0
u00293,0GjEhVFGZW8afUYGChu3Rr,12645567,18-25,workout,happy,morning,0
u00203,4Rhn7Vc8ayseFyGxyKGEf3,12646158,36-50,workout,energetic,morning,0
u00200,6AZfzjA2KJBsvRYrbI30Ql,12649632,18-25,commute,happy,morning,0
u00037,71re3B5Grfmue98iCc8RmS,12649876,50+,commute,melancholic,morning,0
u00046,4u77rxNx2y59B8vWyQuzPI,12656445,26-35,commute,energetic,morning,0
u00213,4nyF5lmSziBAt7ESAUjpbx,12663515,26-35,leisure,calm,afternoon,0
u00297,6k1u0Ulj8get6FWPLjTnHO,12666189,26-35,work,melancholic,afternoon,0
u00241,0YImOCkIJ2PWhCXaURCZnY,12674919,26-35,work,energetic,afternoon,0
u00080,7239dUrfELWFzkSn59s9xi,12678490,50+,leisure,happy,evening,0
u00203,4gpext9x0CbdD9NWaa4nDj,12679982,36-50,workout,calm,evening,0
u00186,6Lczg2BmZlW4DlnKpFM5B0,12688990,<18,workout,calm,evening,0
u00016,0hv55el0Tai7A1KaKXELQG,12690370,26-35,commute,calm,late_night,0
u00262,4D4KVgVNxed4Hd3rGWlCo2,12693166,18-25,leisure,calm,late_night,0
u00104,215ZmzxKM5wvA21wDROT2k,12693208,36-50,leisure,calm,late_night,0
u00184,5CzixCxDkRXX9mScCmah8O,12697225,26-35,leisure,calm,late_night,0
u00101,7M3BffkC4FfUCR5CgJC2Ce,12699441,<18,leisure,calm,late_night,0
u00277,64RV9CJrrlPBG6suy793nu,12704887,36-50,commute,calm,night,1
u00140,3fT6xqEkC1jm4mHjOyXbKw,12706268,50+,leisure,happy,night,1
u00254,6kkwzB6hXLIONkEk9JciA6,12706973,36-50,leisure,calm,night,1
u00281,2U1jARoulYqZG9aMCogIzy,12710242,26-35,commute,happy,early_morning,1
u00010,4ntuJOxYxK4FqLPrYeNB1w,12711213,26-35,work,happy,early_morning,1
u00126,7tC7te6Lc8ZD0iS4ufVG1b,12712268,<18,work,energetic,early_morning,1
u00206,17ozWxdiufZH8VLxsAKpo6,12712535,36-50,workout,calm,early_morning,1
u00252,5L3o8IfmlLhxGcSnXQIHcz,12713285,<18,workout,energetic,early_morning,1
u00216,7cv28LXcjAC3GsXbUvXKbX,12714653,<18,workout,melancholic,early_morning,1
u00197,7qU4teUQNnqYr2vzTcLVZu,12717833,<18,commute,calm,early_morning,1
u00111,4d42YQbGZxwYq7YZiCkTDb,12720866,36-50,commute,energetic,early_morning,1
u00049,2YDOjCfkGciEXxSutB6LJR,12722249,36-50,workout,happy,early_morning,1
u00272,28Q9n2pY0uQ2IhVdXVbCHN,12726801,<18,workout,energetic,morning,1
u00013,5S0isK4TAAP5BfGTOE9Una,12727704,36-50,workout,calm,morning,1
u00010,5eEbS42vguXsSMsRdYL9wC,12732171,26-35,workout,happy,morning,1
u00110,0BAKqOChWlX4eTmEyIzk7B,12733811,18-25,work,melancholic,morning,1
u00257,34eIa3zQ23bCWreWLilUS7,12734692,<18,leisure,calm,morning,1
u00066,0ZFzV813vzKHfEYWX9gIeE,12734770,50+,workout,energetic,morning,1
u00079,7tH1xf8M4O6kd6lN2aIKah,12739221,36-50,leisure,melancholic,morning,1
u00204,2DmRXiyn03tOqKgEJXlaiJ,12746100,26-35,work,calm,afternoon,1
u00066,4Ir2UxDlAm01qmv3eSZYlP,12746857,50+,leisure,calm,afternoon,1
u00209,4ngIVcfL0Pm564bTpDIS8H,12747753,36-50,leisure,energetic,afternoon,1
u00176,07DqkQrhTC0HmQWewLnax9,12750599,36-50,work,energetic,afternoon,1
u00267,1ek1kNO1a5EJCNIUvNs5XI,12760009,18-25,workout,calm,afternoon,1
u00192,7xzzBMB5gDlGFKMTUQvI5u,12763029,36-50,workout,energetic,evening,1
u00120,5UNnhT9Ni6tW72zFLADsjy,12766062,26-35,workout,melancholic,evening,1
u00044,4EA3y8O2XYlQO1Wp7OWnU0,12766105,<18,commute,calm,evening,1
u00133,37eGbhE1xVFSvcKkqGb6i1,12766746,26-35,leisure,happy,evening,1
u00164,1YBu2yDTqjV3VlBrY2rhDx,12767009,26-35,leisure,energetic,evening,1
u00279,4ipMwje2IK7SI7VDHvv3Ku,12768564,<18,workout,calm,evening,1
u00075,1KmeyQfVjX1odybN9aEfWt,12771155,26-35,commute,melancholic,evening,1
u00114,4jVQBk8ygJzr3W8An2PM5Q,12773493,26-35,workout,energetic,evening,1
u00273,24x5oInzj9hnzyronG3gdS,12783293,50+,workout,calm,late_night,1
u00275,6ykkal4MnCob5AQxckVqj2,12784380,26-35,leisure,energetic,late_night,1
u00256,5FmPigqSIfk8zr2kx0H4vz,12784906,36-50,leisure,melancholic,late_night,1
u00053,2eInKe5RkYZanyWtSn2THJ,12785084,26-35,leisure,calm,late_night,1
u00034,1mSviQV9iQnGSRyvTIuxAj,12786066,50+,leisure,happy,late_night,1
u00112,0kHwTHf8ye0mSd66pwcrEN,12787110,26-35,leisure,energetic,late_night,1
u00075,0dVQrji8H7dHlWj5TmHSJ9,12790399,26-35,leisure,happy,night,1
u00093,6E3hxEJJENksZCVtRDZrpi,12791149,18-25,leisure,melancholic,night,1
u00283,55QTuyhoVaOlTc295H7lqr,12792463,26-35,leisure,happy,night,1
u00161,1ux2H51GHPjSntjRvxU2gN,12795261,36-50,commute,calm,early_morning,1
u00089,1zoyteFQmeUUqyOl2Xznpy,12796791,50+,commute,melancholic,early_morning,1
u00218,4lHV9B7VCqNVbBq2aie7ho,12798556,26-35,commute,happy,early_morning,1
u00244,6JgHKt0WwdwlXIht6M0mqa,12801666,36-50,workout,happy,early_morning,1
u00129,2zDCZ8jY4kjuUZbVROHaZj,12808726,36-50,leisure,happy,early_morning,1
u00015,0I4yYE831a8SW8QIx6bz4x,12811838,36-50,workout,melancholic,morning,1
u00140,5LksfXJnrlPbol0SB5CLtS,12813049,50+,workout,melancholic,morning,1
u00116,4xkm03zMAQXHc0QHl0V2Rm,12821227,<18,commute,happy,morning,1
u00056,7gvlNhL2tdEtBalfm1gyzj,12822855,26-35,leisure,energetic,morning,1
u00184,06p76VeZ5hze6B575qxlXz,12831692,26-35,work,energetic,afternoon,1
u00220,3BmO2DS8Rw3M1ibMXvV5JQ,12834623,<18,work,happy,afternoon,1
u00119,3d3k8g4GTVx9EFIFlOZOEX,12836995,<18,leisure,happy,afternoon,1
u00114,3UxPbLkQniiproORCEFgzH,12842958,26-35,work,melancholic,afternoon,1
u00237,6EjTmLZVdDfp66yawG1CDb,12847094,26-35,work,happy,afternoon,1
u00053,06vNG6CiV4k8oNA0wUUAO7,12852109,26-35,commute,calm,evening,1
u00125,22H2KFYM3RJXFIezRQeaeG,12853694,26-35,leisure,calm,evening,1
u00154,0pAPFaE1Iwfvex9EVJuQlG,12857897,26-35,workout,happy,evening,1
u00177,4ZtFanR9U6ndgddUvNcjcG,12863980,<18,leisure,calm,late_night,1
u00139,4MLXyuOfOW3z0f6RjCPOpS,12867517,26-35,work,happy,late_night,1
u00014,6favuVFBvFfTTAGKVUBfts,12878585,36-50,leisure,melancholic,night,1
u00211,03ehYCO0GKI33FeOLNh75B,12888031,36-50,workout,happy,early_morning,1
u00268,1o1EKep0fZJGlSyL6oAuLp,12889365,36-50,workout,calm,early_morning,1
u00226,6YUTL4dYpB9xZO5qExPf05,12889753,50+,workout,calm,early_morning,1
u00206,1naD1EkBh1SA0ZMQUBVhfi,12891750,36-50,workout,calm,early_morning,1
u00017,6c1lov9rGcLd0wx3I1jw7C,12893313,<18,workout,energetic,early_morning,1
u00235,7AW4g4I9fPfUIyqtbsuAkM,12896190,36-50,leisure,happy,morning,1
u00131,2RUMDEHxOEUoGbPEtRR4L1,12896631,26-35,work,energetic,morning,1
u00091,37pK088xTo1ZpR3y23wsFk,12898682,50+,work,calm,morning,1
u00149,2VTnfpOLUd0cWZsYSyr3w0,12902686,<18,workout,energetic,morning,1
u00068,5vRPXm59z8ewWO6WiJHg3m,12903117,<18,work,energetic,morning,1
u00092,7HW5WIw7ZgZORCzUxv5gW5,12904858,50+,commute,happy,morning,1
u00243,6V2QgOIMT94HhsfeIVbbZm,12909364,36-50,leisure,energetic,morning,1
u00227,7MuijIlCD4pJmPl8JECIu4,12911079,26-35,commute,energetic,morning,1
u00167,0iM4pwkaMrJAGKHVcavitw,12912097,<18,commute,melancholic,morning,1
u00266,6FG3wf5cM7HLQar4gE5JSW,12912222,26-35,workout,melancholic,morning,1
u00046,00ye8LcmyL0POi53XhAF2w,12924701,26-35,commute,energetic,afternoon,1
u00253,6FIgrogzF8TRdl8acslqLe,12931848,18-25,commute,calm,afternoon,1
u00143,2vm9EfQ9FswsmY56YLASr8,12932125,26-35,commute,happy,afternoon,1
u00190,0ct6r3EGTcMLPtrXHDvVjc,12932951,36-50,work,melancholic,afternoon,1
u00251,5RedKVl4tZ93XTZ0tEC0ft,12935182,26-35,workout,melancholic,evening,1
u00238,6XDnRajLGcV3NUbL3fY3yM,12945336,18-25,leisure,happy,evening,1
u00297,7aiiywFIV7cWxB2uFXK5w8,12945833,26-35,work,calm,evening,1
u00069,6WKlbp24TraMPpWhQtU1Kp,12946149,26-35,workout,happy,evening,1
u00050,2LL8v2NXuuzkV9N1G2m7oE,12947451,36-50,leisure,happy,evening,1
u00007,6qrb4ganbSTzcDDOo1pzMT,12954376,36-50,leisure,calm,late_night,1
u00201,5it37yWmQQK6QqeGEu4AD7,12971832,50+,work,calm,early_morning,1
u00154,65lzRdaTSuLkNrCWcSefGi,12979782,26-35,commute,energetic,early_morning,1
u00199,2qrBzOokp9UlLY712vglIy,12981121,50+,commute,happy,early_morning,1
u00122,20A3kygqTufoVmkgL6Xawr,12981465,36-50,commute,energetic,early_morning,1
u00104,2nJDePK69THatYkjkjQFE8,12984044,36-50,commute,calm,morning,1
u00054,7dwSZfYZgdwiYO3s4VBU61,12986679,26-35,leisure,happy,morning,1
u00236,2SFhJe79faMbb5fgEFJGg0,12989021,36-50,leisure,happy,morning,1
u00031,54b8qPFqYqIndfdxiLApea,12989175,18-25,commute,energetic,morning,1
u00114,1TJPT6k9H4JnkZbEjGegxF,12990412,26-35,workout,energetic,morning,1
u00014,2Ocao0XJlBrKgIQm9ckhsH,12990540,36-50,workout,calm,morning,1
u00005,4gQJDFLFkF7r7DIEVnUHpL,12998535,50+,commute,calm,morning,1
u00010,5UivJ02lC3RH9MmAysIltU,12998582,26-35,leisure,melancholic,morning,1
u00082,5XRuPxMShwVlQVS8jdCSbp,12998754,<18,workout,happy,morning,1
u00282,0bOO8YEvkWqodAJDKZqDGd,13001048,36-50,commute,happy,morning,1
u00108,1Dr1fXbc2IxaK1Mu8P8Khz,13002519,26-35,leisure,melancholic,morning,1
u00184,148KyQbBQnbJkx1uCki02A,13005447,26-35,work,melancholic,afternoon,1
u00202,0mJTAdmY8olbGQjopDYff3,13010044,26-35,work,happy,afternoon,1
u00262,50HURWGNsCiJw4qFDQu40X,13019591,18-25,work,melancholic,afternoon,1
u00270,5EOoMWIB9iK4ZpcSex9Ec7,13025751,18-25,commute,happy,evening,1
u00011,2qI0dxrLFzm5oCgjiYc265,13032556,50+,leisure,melancholic,evening,1
u00066,3BQHpFgAp4l80e1XslIjNI,13034285,50+,workout,energetic,evening,1
u00230,5vdSqprqxSFAJ4dJmJYImI,13037234,26-35,leisure,calm,late_night,1
u00235,7IvxwaADtpY4PQB11yt9oF,13043704,36-50,leisure,melancholic,late_night,1
u00294,7C9wYAslZ7ffzhJZTyaCYs,13044142,26-35,leisure,melancholic,late_night,1
u00218,5Yg3kRGlB8UB6Sa8Fq4njc,13044983,26-35,leisure,calm,late_night,1
u00160,1GVnAD8Iz45rux6EC657Yv,13046592,50+,leisure,melancholic,night,1
u00105,3AygCrAj6TZZ6mGkcvD9To,13048520,36-50,leisure,melancholic,night,1
u00141,5BLRlpMYsxeMMOjrcWRhIs,13051198,18-25,leisure,calm,night,1
u00004,6JgHKt0WwdwlXIht6M0mqa,13052156,26-35,leisure,calm,night,1
u00205,6ds12VXR1FTsDQHgikkdio,13054967,18-25,leisure,happy,early_morning,1
u00009,38JE3O2HocFNvtljgtlNKv,13057199,<18,commute,melancholic,early_morning,1
u00194,0ylMmzHz9GpYWNpCNpQSaI,13057518,50+,commute,calm,early_morning,1
u00185,0wEhUkwFAAahFN2OITEy4q,13065911,26-35,work,calm,early_morning,1
u00295,1N3msh9xocYmWok64CbG3y,13077635,26-35,commute,calm,morning,1
u00254,1yt4wO7dKCwsfjch8SN9aU,13077744,36-50,workout,happy,morning,1
u00218,50hnHEOx4uDcdAev2EcOFC,13078189,26-35,leisure,happy,morning,1
u00189,1J8k4B3V39SryY7NcR0kf9,13079421,18-25,work,happy,morning,1
u00089,5YdfCDRO1rF4Fg0fufm5iU,13086160,50+,workout,happy,morning,1
u00232,2SCLswvRP8hAYdIKsrLV6h,13086585,<18,work,energetic,morning,1
u00166,6Mp1vr4RqZadG14P9UVzTx,13096091,18-25,leisure,happy,afternoon,1
u00150,1BBLD1ud5QeAlugtiHUPUn,13098934,50+,work,happy,afternoon,1
u00186,6rPO02ozF3bM7NnOV4h6s2,13101142,<18,commute,energetic,afternoon,1
u00078,3SbCWIF7UaSewGfGHkFEI2,13101992,26-35,workout,melancholic,afternoon,1
u00078,2EqlS6tkEnglzr7tkKAAYD,13110248,26-35,workout,happy,evening,1
u00011,5kqaW2UxXrcLadZRDxi6z2,13111580,50+,workout,happy,evening,1
u00116,0Zo3dEV1BOVGF1DaW5aGq9,13117214,<18,work,energetic,evening,1
u00245,6QXt5huHJcskXyrLIryrhw,13117316,<18,commute,calm,evening,1
u00025,3ZptYblxFPhvIJ0RRRozk9,13118854,36-50,leisure,calm,evening,1
u00142,17hQN9AG2O10JIobgpWve9,13129757,18-25,leisure,happy,late_night,1
u00255,31AOj9sFz2gM0O3hMARRBx,13135674,<18,leisure,melancholic,night,0
u00262,47nqBykKzATyS1nSeB1L2e,13136635,18-25,leisure,calm,night,0
u00279,6RcsAN8XF5KX6mMh6dum8e,13142901,<18,workout,energetic,early_morning,0
u00111,6amL0iCFvigjfOy1ZCrb7H,13144388,36-50,commute,melancholic,early_morning,0
u00100,7vNZvwQe1iKA7GriYVXasV,13148978,50+,workout,energetic,early_morning,0
u00082,67zr6xdiSAhsuyvL2Dczc1,13159678,<18,commute,happy,morning,0
